"PROBEID" "SYMBOL" "ENTREZID"
"ILMN_26617" "REP15" "387849"
"ILMN_26619" "BCHE" "590"
"ILMN_26621" "CNAP1" NA
"ILMN_26622" "HIST1H2AM" "8336"
"ILMN_26623" "RASAL2" "9462"
"ILMN_26624" "CYB5D1" "124637"
"ILMN_26625" "PAMCI" NA
"ILMN_26626" "SMYD5" "10322"
"ILMN_26627" "OR10T2" "128360"
"ILMN_26629" "CRYGA" "1418"
"ILMN_26630" "KIAA0776" NA
"ILMN_26632" "SLC1A7" "6512"
"ILMN_26635" "FBXO9" "26268"
"ILMN_26636" "FXYD7" "53822"
"ILMN_26637" "PMCHL1" "5369"
"ILMN_26638" "POLR1C" "9533"
"ILMN_26639" "RNF135" "84282"
"ILMN_2664" "FLJ16171" "441116"
"ILMN_26641" "WDR5B" "54554"
"ILMN_26643" "SDCBP2" "27111"
"ILMN_26647" "YPEL1" "29799"
"ILMN_26652" "PRRG4" "79056"
"ILMN_26654" "CHMP6" "79643"
"ILMN_26659" "USP32" "84669"
"ILMN_2666" "FLJ33641" NA
"ILMN_26663" "CCT8" "10694"
"ILMN_26666" "CXCL3" "2921"
"ILMN_26667" "ATP5S" "27109"
"ILMN_26668" "FBXO3" "26273"
"ILMN_26669" "KRTAP5-4" "387267"
"ILMN_2667" "LUZP1" "7798"
"ILMN_26670" "NUT" NA
"ILMN_26671" "OR5L2" "26338"
"ILMN_26672" "PTCRA" "171558"
"ILMN_26673" "PARP8" "79668"
"ILMN_26674" "SMPDL3B" "27293"
"ILMN_26675" "MKRN3" "7681"
"ILMN_26679" "ANGPTL2" "23452"
"ILMN_2668" "OR10J5" "127385"
"ILMN_26680" "RPRM" "56475"
"ILMN_26681" "ITM2C" "81618"
"ILMN_26682" "TAPBP" "6892"
"ILMN_26683" "CCDC63" "160762"
"ILMN_26684" "RHCE" "6006"
"ILMN_26686" "SLC43A3" "29015"
"ILMN_26687" "HHCM" "10639"
"ILMN_26688" "MIF" "4282"
"ILMN_26689" "ARHGEF6" "9459"
"ILMN_2669" "FLJ37396" NA
"ILMN_26691" "CSN2" "1447"
"ILMN_26692" "MGAM" "8972"
"ILMN_26693" "CLIPR-59" NA
"ILMN_26695" "LOC440836" NA
"ILMN_26696" "MYL2" "4633"
"ILMN_26697" "ORC6L" NA
"ILMN_26699" "NRG4" "145957"
"ILMN_2670" "KLF9" "687"
"ILMN_26701" "MXD4" "10608"
"ILMN_26703" "PANK4" "55229"
"ILMN_26704" "C6orf49" NA
"ILMN_26705" "SRPX" "8406"
"ILMN_26709" "SLC25A25" "114789"
"ILMN_2671" "C7orf16" NA
"ILMN_26711" "HK1" "3098"
"ILMN_26712" "VCL" "7414"
"ILMN_26714" "DNAJB6" "10049"
"ILMN_26715" "RELB" "5971"
"ILMN_26716" "LILRB1" "10859"
"ILMN_26717" "HSPB3" "8988"
"ILMN_26718" "ANAPC2" "29882"
"ILMN_26720" "TSC22D1" "8848"
"ILMN_26721" "NR4A3" "8013"
"ILMN_26722" "ENPP2" "5168"
"ILMN_26723" "APOC2" "344"
"ILMN_26726" "TMEM121" "80757"
"ILMN_26728" "KIAA1432" NA
"ILMN_26729" "NEK8" "284086"
"ILMN_26730" "LAMP2" "3920"
"ILMN_26731" "ARHGAP6" "395"
"ILMN_26733" "HIST2H2AA" NA
"ILMN_26734" "LRRC59" "55379"
"ILMN_26735" "DP58" NA
"ILMN_26736" "RANBP3" "8498"
"ILMN_26737" "ATP6V1D" "51382"
"ILMN_2674" "FLJ10099" NA
"ILMN_26740" "WDR24" "84219"
"ILMN_26741" "WBSCR16" NA
"ILMN_26742" "EPC2" "26122"
"ILMN_26744" "C19orf20" NA
"ILMN_26745" "SLC2A13" "114134"
"ILMN_26746" "C1QTNF2" "114898"
"ILMN_26748" "KCNMB3" "27094"
"ILMN_26749" "GJC1" "10052"
"ILMN_2675" "TCF23" "150921"
"ILMN_26751" "ANKRD12" "23253"
"ILMN_26761" "LRRC1" "55227"
"ILMN_26763" "HLA-DQB2" "3120"
"ILMN_26764" "KIAA1018" NA
"ILMN_26766" "KIAA1804" NA
"ILMN_26767" "FNDC6" NA
"ILMN_26768" "PLEKHF2" "79666"
"ILMN_2677" "UGT1A8" "54576"
"ILMN_26770" "KBTBD4" "55709"
"ILMN_26774" "ZNF615" "284370"
"ILMN_26776" "OR4B1" "119765"
"ILMN_2678" "PCDH8" "5100"
"ILMN_26780" "MGC27016" NA
"ILMN_26781" "IVNS1ABP" "10625"
"ILMN_26783" "PCDH10" "57575"
"ILMN_26784" "KRTAP5-10" "387273"
"ILMN_26786" "TAS2R3" "50831"
"ILMN_26787" "CHD5" "26038"
"ILMN_26788" "LOC374395" NA
"ILMN_26789" "PYGO1" "26108"
"ILMN_2679" "C3orf60" NA
"ILMN_26790" "VAMP8" "8673"
"ILMN_26791" "OR5M1" "390168"
"ILMN_26792" "OBP2B" "29989"
"ILMN_26794" "LOC441242" "441242"
"ILMN_26795" "AP4E1" "23431"
"ILMN_26796" "OTEX" NA
"ILMN_26797" "ALDH3B1" "221"
"ILMN_26798" "PHACTR3" "116154"
"ILMN_26799" "MORF4L1" "10933"
"ILMN_2680" "ERBB2" "2064"
"ILMN_26800" "TRO" "7216"
"ILMN_26801" "RNF150" "57484"
"ILMN_26804" "FLJ35630" NA
"ILMN_26805" "LMAN1" "3998"
"ILMN_26806" "AMDHD1" "144193"
"ILMN_26807" "EGFR" "1956"
"ILMN_26808" "ART4" "420"
"ILMN_26809" "GAS8" "2622"
"ILMN_2681" "SLC17A5" "26503"
"ILMN_26810" "RDH11" "51109"
"ILMN_26811" "LDLRAD3" "143458"
"ILMN_26813" "RAC2" "5880"
"ILMN_26814" "LHX1" "3975"
"ILMN_26815" "PODXL2" "50512"
"ILMN_26816" "BET1L" "51272"
"ILMN_26818" "CRYBB2" "1415"
"ILMN_26819" "CSTB" "1476"
"ILMN_2682" "EGFR" "1956"
"ILMN_26820" "SH3TC2" "79628"
"ILMN_26823" "MARCO" "8685"
"ILMN_26824" "PPP1R16B" "26051"
"ILMN_26826" "CEBPE" "1053"
"ILMN_26827" "BCNP1" NA
"ILMN_26828" "TAS2R43" "259289"
"ILMN_2683" "PLEKHH3" "79990"
"ILMN_26831" "NEK1" "4750"
"ILMN_26832" "EIF2AK3" "9451"
"ILMN_26833" "SF3A1" "10291"
"ILMN_26834" "SP100" "6672"
"ILMN_26836" "PPP1CA" "5499"
"ILMN_26837" "SYNE2" "23224"
"ILMN_26838" "CDCP1" "64866"
"ILMN_26839" "ADRB1" "153"
"ILMN_2684" "CDKN2A" "1029"
"ILMN_26841" "LATS1" "9113"
"ILMN_26842" "GRIPAP1" "56850"
"ILMN_26845" "CSTF1" "1477"
"ILMN_26849" "HSPC176" NA
"ILMN_2685" "CD40LG" "959"
"ILMN_26850" "CXorf15" NA
"ILMN_26851" "TLX3" "30012"
"ILMN_26852" "RECQL" "5965"
"ILMN_26853" "PITX3" "5309"
"ILMN_26854" "Pfs2" NA
"ILMN_26856" "FLJ25773" NA
"ILMN_26857" "AXIN2" "8313"
"ILMN_26858" "VAX1" "11023"
"ILMN_26859" "PLS1" "5357"
"ILMN_26860" "OR51V1" "283111"
"ILMN_26861" "RANBP3" "8498"
"ILMN_26862" "GRIK4" "2900"
"ILMN_26863" "NUDCD3" "23386"
"ILMN_26864" "C14orf94" NA
"ILMN_26865" "NXT1" "29107"
"ILMN_26866" "TMEM49" NA
"ILMN_26867" "PCDHAC2" "56134"
"ILMN_2687" "FLJ22349" NA
"ILMN_26870" "LIMS3" "96626"
"ILMN_26871" "FAM44B" NA
"ILMN_26872" "DHRSX" "207063"
"ILMN_26873" "MARK1" "4139"
"ILMN_26874" "KCNMB3" "27094"
"ILMN_2688" "GDF15" "9518"
"ILMN_26881" "DSCR1L2" NA
"ILMN_26884" "LOC94431" NA
"ILMN_26885" "H3F3B" "3021"
"ILMN_26889" "FLJ21687" NA
"ILMN_26892" "CHFR" "55743"
"ILMN_26893" "CCDC13" "152206"
"ILMN_26894" "SLC35A5" "55032"
"ILMN_26895" "POU5F1" "5460"
"ILMN_26898" "CNN2" "1265"
"ILMN_26899" "TYMS" "7298"
"ILMN_2690" "MYH6" "4624"
"ILMN_26902" "OR2T6" "254879"
"ILMN_26904" "MGC50721" NA
"ILMN_26906" "GIMAP4" "55303"
"ILMN_26908" "IVNS1ABP" "10625"
"ILMN_2691" "DOPEY1" "23033"
"ILMN_26910" "PCDH10" "57575"
"ILMN_26912" "FLJ41649" NA
"ILMN_26913" "SSBP3" "23648"
"ILMN_26914" "KLHL24" "54800"
"ILMN_26915" "USP47" "55031"
"ILMN_26916" "RIN1" "9610"
"ILMN_26917" "CHES1" NA
"ILMN_26918" "FLJ43855" NA
"ILMN_26919" "MORF4L1" "10933"
"ILMN_2692" "ZNF41" "7592"
"ILMN_26920" "CPA6" "57094"
"ILMN_26921" "NFKB1" "4790"
"ILMN_26922" "PDCD10" "11235"
"ILMN_26923" "PCDH1" "5097"
"ILMN_26924" "PRSS1" "5644"
"ILMN_26926" "BDNF" "627"
"ILMN_26928" "FAM109A" "144717"
"ILMN_26929" "ADCY3" "109"
"ILMN_2693" "SKP1A" NA
"ILMN_26932" "SLC43A2" "124935"
"ILMN_26934" "CCR8" "1237"
"ILMN_26935" "STK3" "6788"
"ILMN_26936" "GRIA1" "2890"
"ILMN_26937" "GPR64" NA
"ILMN_26938" "SPAM1" "6677"
"ILMN_26939" "IL18BP" "10068"
"ILMN_2694" "SLC22A11" "55867"
"ILMN_26940" "CUL2" "8453"
"ILMN_26941" "PCTP" "58488"
"ILMN_26942" "CSTF3" "1479"
"ILMN_26944" "FTSJ1" "24140"
"ILMN_26946" "CEL" "1056"
"ILMN_26948" "ARSB" "411"
"ILMN_26950" "UBE2I" "7329"
"ILMN_26951" "FCER1G" "2207"
"ILMN_26953" "SLC39A3" "29985"
"ILMN_26954" "CACNA1G" "8913"
"ILMN_26955" "NPBWR1" "2831"
"ILMN_26958" "TMEM102" "284114"
"ILMN_26959" "DYNC1I2" "1781"
"ILMN_2696" "SGEF" NA
"ILMN_26960" "HMX2" "3167"
"ILMN_26963" "BAALC" "79870"
"ILMN_26964" "BACH1" "571"
"ILMN_26966" "AKAP6" "9472"
"ILMN_26967" "ENPP3" "5169"
"ILMN_26968" "ZNF589" "51385"
"ILMN_2697" "ACSBG1" "23205"
"ILMN_26970" "RG9MTD1" NA
"ILMN_26971" "NGEF" "25791"
"ILMN_26972" "IQCG" "84223"
"ILMN_26974" "HSPB7" "27129"
"ILMN_26975" "C1orf171" NA
"ILMN_26976" "CABLES1" "91768"
"ILMN_26977" "C6orf118" "168090"
"ILMN_26980" "KCNMB3" "27094"
"ILMN_26981" "NDUFA12" "55967"
"ILMN_26982" "MTMR1" "8776"
"ILMN_2699" "DAB1" "1600"
"ILMN_26991" "SETD6" "79918"
"ILMN_26993" "ZNF541" "84215"
"ILMN_26995" "GMIP" "51291"
"ILMN_26997" "ITGA6" "3655"
"ILMN_26999" "TSPYL2" "64061"
"ILMN_27000" "FLJ46321" NA
"ILMN_27003" "CDK7" "1022"
"ILMN_27005" "NUP54" "53371"
"ILMN_27007" "LZTFL1" "54585"
"ILMN_2701" "ARHGAP27" "201176"
"ILMN_27010" "GIMAP5" "55340"
"ILMN_27014" "ATCAY" "85300"
"ILMN_27015" "OR10X1" "128367"
"ILMN_27016" "APOBEC4" "403314"
"ILMN_27017" "LYZL6" "57151"
"ILMN_27018" "PRAMEF3" NA
"ILMN_27019" "PKP3" "11187"
"ILMN_2702" "HOMER1" "9456"
"ILMN_27020" "RPS17" "6218"
"ILMN_27021" "CLLU1" "574028"
"ILMN_27022" "IFITM5" "387733"
"ILMN_27023" "THOC2" "57187"
"ILMN_27024" "RORC" "6097"
"ILMN_27026" "MGC14141" NA
"ILMN_27027" "PINK1" "65018"
"ILMN_27028" "ACE" "1636"
"ILMN_27029" "CEBPA" "1050"
"ILMN_2703" "BCAR1" "9564"
"ILMN_27030" "FOS" "2353"
"ILMN_27031" "C12orf50" "160419"
"ILMN_27032" "LEPROT" "54741"
"ILMN_27033" "YSK4" NA
"ILMN_27034" "RXRG" "6258"
"ILMN_27035" "UIP1" NA
"ILMN_27037" "LOC388524" NA
"ILMN_27038" "MASK" NA
"ILMN_27039" "LASP1" "3927"
"ILMN_2704" "SCML2" "10389"
"ILMN_27040" "HRH3" "11255"
"ILMN_27041" "BPHL" "670"
"ILMN_27042" "CUTC" "51076"
"ILMN_27043" "SUB1" "10923"
"ILMN_27044" "SLCO1B1" "10599"
"ILMN_27045" "CRYBA1" "1411"
"ILMN_27046" "SLC25A11" "8402"
"ILMN_27047" "ATP10A" "57194"
"ILMN_27048" "TGFB1I1" "7041"
"ILMN_27049" "CSTF3" "1479"
"ILMN_2705" "ZNF364" NA
"ILMN_27050" "SLC29A4" "222962"
"ILMN_27051" "STK35" "140901"
"ILMN_27053" "ITGA10" "8515"
"ILMN_27054" "ARSB" "411"
"ILMN_27055" "MOCS2" "4338"
"ILMN_27056" "VSX1" "30813"
"ILMN_27057" "SNCB" "6620"
"ILMN_27059" "UBE2I" "7329"
"ILMN_2706" "COPS8" "10920"
"ILMN_27060" "DISC1" "27185"
"ILMN_27062" "CYP2D6" "1565"
"ILMN_27063" "FLCN" "201163"
"ILMN_27064" "CD86" "942"
"ILMN_27065" "DGKQ" "1609"
"ILMN_27066" "FGF3" "2248"
"ILMN_27067" "SYNE2" "23224"
"ILMN_27069" "HPSE" "10855"
"ILMN_2707" "TSEN2" "80746"
"ILMN_27071" "NEDD4" "4734"
"ILMN_27072" "PLCG2" "5336"
"ILMN_27074" "C17orf64" "124773"
"ILMN_27075" "NLGN4X" "57502"
"ILMN_27077" "NECAP1" "25977"
"ILMN_27078" "CXX1" NA
"ILMN_27079" "PTPN14" "5784"
"ILMN_2708" "NTNG1" "22854"
"ILMN_27080" "RESP18" "389075"
"ILMN_27081" "CCR3" "1232"
"ILMN_27083" "ZMYND15" "84225"
"ILMN_27084" "ISOC2" "79763"
"ILMN_27087" "BPESC1" "60467"
"ILMN_27088" "C1orf119" NA
"ILMN_2709" "C1S" "716"
"ILMN_27090" "NSMCE1" "197370"
"ILMN_27091" "TMEM14B" "81853"
"ILMN_27092" "GRHL3" "57822"
"ILMN_27093" "MGC33600" NA
"ILMN_2710" "TTR" "7276"
"ILMN_27100" "FLJ10769" NA
"ILMN_27101" "PRICKLE2" "166336"
"ILMN_27103" "MGC2574" NA
"ILMN_27104" "ASTE1" "28990"
"ILMN_27107" "FLJ22671" NA
"ILMN_27109" "TYROBP" "7305"
"ILMN_2711" "FANCF" "2188"
"ILMN_27111" "POU5F1" "5460"
"ILMN_27113" "USP50" "373509"
"ILMN_27115" "NDUFB8" "4714"
"ILMN_27118" "SEC61G" "23480"
"ILMN_2712" "CAPG" "822"
"ILMN_27122" "C6orf1" "221491"
"ILMN_27124" "MGC40222" NA
"ILMN_27125" "KTI12" "112970"
"ILMN_27126" "OR10Z1" "128368"
"ILMN_27127" "OR5H1" "26341"
"ILMN_27128" "RIC8A" "60626"
"ILMN_2713" "KIDINS220" "57498"
"ILMN_27130" "C1orf180" NA
"ILMN_27131" "ALDH3B1" "221"
"ILMN_27132" "C9orf47" "286223"
"ILMN_27133" "SAMD9L" "219285"
"ILMN_27134" "CHRD" "8646"
"ILMN_27135" "RORC" "6097"
"ILMN_27136" "FLJ31951" NA
"ILMN_27137" "ALG2" "85365"
"ILMN_27138" "HTR5A" "3361"
"ILMN_27139" "CTAG1B" "1485"
"ILMN_2714" "ANK3" "288"
"ILMN_27140" "CCDC58" "131076"
"ILMN_27141" "CEP57" "9702"
"ILMN_27142" "CHD1" "1105"
"ILMN_27143" "FKBP9" "11328"
"ILMN_27144" "FLJ22028" NA
"ILMN_27145" "TMEM12" NA
"ILMN_27148" "SLC6A14" "11254"
"ILMN_27149" "PHKB" "5257"
"ILMN_2715" "PRM2" "5620"
"ILMN_27150" "SI" "6476"
"ILMN_27151" "CACNA1D" "776"
"ILMN_27153" "DNAJB13" "374407"
"ILMN_27154" "SPRY4" "81848"
"ILMN_27155" "RHOV" "171177"
"ILMN_27156" "HPS3" "84343"
"ILMN_27158" "LIMK1" "3984"
"ILMN_2716" "GRB14" "2888"
"ILMN_27160" "PKIB" "5570"
"ILMN_27161" "SEPT11" "55752"
"ILMN_27164" "SEPP1" NA
"ILMN_27165" "PLA2G3" "50487"
"ILMN_27166" "DISC1" "27185"
"ILMN_27168" "PTPRC" "5788"
"ILMN_27169" "UBASH3A" "53347"
"ILMN_2717" "OAS1" "4938"
"ILMN_27170" "ECHS1" "1892"
"ILMN_27171" "EGLN3" "112399"
"ILMN_27173" "PON2" "5445"
"ILMN_27177" "TRPM2" "7226"
"ILMN_27178" "IREB2" "3658"
"ILMN_27179" "PPP1R3A" "5506"
"ILMN_2718" "GLS" "2744"
"ILMN_27180" "CRTC1" "23373"
"ILMN_27181" "ASAH2" "56624"
"ILMN_27182" "MAGED1" "9500"
"ILMN_27183" "URB" NA
"ILMN_27184" "YWHAH" "7533"
"ILMN_27185" "ONECUT2" "9480"
"ILMN_27186" "PGLYRP2" "114770"
"ILMN_27187" "BMP4" "652"
"ILMN_27188" "PRIM2A" NA
"ILMN_27190" "HIST1H2BL" "8340"
"ILMN_27191" "FLJ40113" NA
"ILMN_27192" "RAB7L1" NA
"ILMN_27194" "SCN10A" "6336"
"ILMN_27195" "OR52I1" "390037"
"ILMN_27196" "RBPSUHL" NA
"ILMN_27197" "ADNP" "23394"
"ILMN_27198" "TRAPPC4" "51399"
"ILMN_27199" "OCIAD1" "54940"
"ILMN_2720" "DYNLT3" "6990"
"ILMN_27200" "ANKRD7" "56311"
"ILMN_27201" "RGL1" "23179"
"ILMN_27202" "PMCHL2" "5370"
"ILMN_27203" "LILRA6" "79168"
"ILMN_27204" "C10orf76" "79591"
"ILMN_27208" "TIMD4" "91937"
"ILMN_27210" "ZFP95" NA
"ILMN_27212" "THEM2" NA
"ILMN_27213" "GRHL3" "57822"
"ILMN_27214" "CASZ1" "54897"
"ILMN_27215" "BTG3" "10950"
"ILMN_27218" "TCEA3" "6920"
"ILMN_2722" "SLC4A5" "57835"
"ILMN_27220" "C20orf11" NA
"ILMN_27222" "ZNF667" "63934"
"ILMN_27224" "C9orf97" NA
"ILMN_27227" "MEGF11" "84465"
"ILMN_2723" "KLK3" "354"
"ILMN_27231" "TARS" "6897"
"ILMN_27233" "PLEC1" NA
"ILMN_27238" "MGC35154" NA
"ILMN_27239" "LOC51136" NA
"ILMN_2724" "HPS1" "3257"
"ILMN_27241" "USP51" "158880"
"ILMN_27245" "ST5" "6764"
"ILMN_27247" "TMEM130" "222865"
"ILMN_27248" "C7orf29" NA
"ILMN_27249" "KLHL18" "23276"
"ILMN_2725" "IFI16" "3428"
"ILMN_27250" "FLJ37587" NA
"ILMN_27251" "NAALADL2" "254827"
"ILMN_27252" "RGS10" "6001"
"ILMN_27253" "CCNF" "899"
"ILMN_27254" "LYZL2" "119180"
"ILMN_27255" "KIAA0738" NA
"ILMN_27257" "FSD2" "123722"
"ILMN_27259" "C4orf11" NA
"ILMN_2726" "TKT" "7086"
"ILMN_27260" "LOC387755" NA
"ILMN_27261" "FAM79A" NA
"ILMN_27262" "C1orf45" NA
"ILMN_27264" "EDARADD" "128178"
"ILMN_27265" "CHURC1" "91612"
"ILMN_27266" "EED" "8726"
"ILMN_27267" "AMBN" "258"
"ILMN_27268" "ATG4A" "115201"
"ILMN_27269" "RNF40" "9810"
"ILMN_2727" "GABRR2" "2570"
"ILMN_27271" "CYP2C9" "1559"
"ILMN_27272" "FXYD1" "5348"
"ILMN_27273" "FBLN1" "2192"
"ILMN_27274" "RKHD1" NA
"ILMN_27275" "SPPL2A" "84888"
"ILMN_27276" "KCNJ15" "3772"
"ILMN_27277" "IL1B" "3553"
"ILMN_27278" "ZDHHC12" "84885"
"ILMN_2728" "CDRT1" "374286"
"ILMN_27281" "CXCL14" "9547"
"ILMN_27282" "KIAA0495" NA
"ILMN_27284" "TRY1" NA
"ILMN_27286" "CLK1" "1195"
"ILMN_27287" "HEXA" "3073"
"ILMN_27289" "PAK3" "5063"
"ILMN_2729" "ZNF536" "9745"
"ILMN_27290" "SPDEF" "25803"
"ILMN_27293" "PSAT1" "29968"
"ILMN_27294" "SPPL2B" "56928"
"ILMN_27295" "MAP2K5" "5607"
"ILMN_27297" "BECN1" "8678"
"ILMN_2730" "CCRN4L" NA
"ILMN_27300" "CYP26A1" "1592"
"ILMN_27301" "CACYBP" "27101"
"ILMN_27302" "ARHGAP20" "57569"
"ILMN_27304" "RAB22A" "57403"
"ILMN_27305" "DEF6" "50619"
"ILMN_27306" "TMPRSS9" "360200"
"ILMN_27308" "UBE2I" "7329"
"ILMN_2731" "HIGD1A" "25994"
"ILMN_27310" "WDR5" "11091"
"ILMN_27312" "CARS" "833"
"ILMN_27313" "TOM1" "10043"
"ILMN_27314" "SHH" "6469"
"ILMN_27315" "PTP4A1" "7803"
"ILMN_27316" "NDUFC1" "4717"
"ILMN_27317" "C1orf107" NA
"ILMN_27318" "GIT1" "28964"
"ILMN_27319" "CEI" NA
"ILMN_2732" "IGFBP2" "3485"
"ILMN_27322" "SITPEC" NA
"ILMN_27323" "CNGA1" "1259"
"ILMN_27324" "CSS3" NA
"ILMN_27325" "EPHB6" "2051"
"ILMN_27328" "C18orf21" "83608"
"ILMN_27329" "MGC39518" NA
"ILMN_2733" "C14orf104" NA
"ILMN_27330" "GRHL1" "29841"
"ILMN_27331" "CHMP1B" "57132"
"ILMN_27332" "RAB5A" "5868"
"ILMN_27333" "ASAM" NA
"ILMN_27334" "FLJ21159" NA
"ILMN_27335" "HIST1H2BN" "8341"
"ILMN_27336" "USP13" "8975"
"ILMN_27337" "C17orf74" "201243"
"ILMN_27338" "IK" "3550"
"ILMN_27339" "ZBTB20" "26137"
"ILMN_2734" "RBP5" "83758"
"ILMN_27340" "FES" "2242"
"ILMN_27341" "OLFM1" "10439"
"ILMN_27342" "ZNF592" "9640"
"ILMN_27344" "CABP5" "56344"
"ILMN_27345" "C21orf51" NA
"ILMN_27346" "TEX101" "83639"
"ILMN_27347" "FBXW7" "55294"
"ILMN_27348" "C1orf166" NA
"ILMN_27349" "C18orf14" NA
"ILMN_2735" "KRTAP4-2" "85291"
"ILMN_27350" "FEM1B" "10116"
"ILMN_27351" "C14orf149" NA
"ILMN_27352" "CLIC6" "54102"
"ILMN_27354" "SALL3" "27164"
"ILMN_27355" "PHF13" "148479"
"ILMN_27356" "C14orf101" NA
"ILMN_27357" "ZDHHC16" "84287"
"ILMN_2736" "SCRN2" "90507"
"ILMN_27361" "DHX37" "57647"
"ILMN_27367" "CAP2" "10486"
"ILMN_27370" "NOL9" "79707"
"ILMN_27373" "MEGF10" "84466"
"ILMN_27377" "MAPK8IP1" "9479"
"ILMN_2738" "YKT6" "10652"
"ILMN_27382" "LOC126147" NA
"ILMN_27385" "RNASE13" "440163"
"ILMN_27386" "MGC75360" NA
"ILMN_27388" "C4orf6" NA
"ILMN_27389" "RGS10" "6001"
"ILMN_2739" "CHCHD8" NA
"ILMN_27390" "ZNF473" "25888"
"ILMN_27391" "LYZL4" "131375"
"ILMN_27392" "SLCO3A1" "28232"
"ILMN_27394" "C8orf15" NA
"ILMN_27395" "RPS15A" "6210"
"ILMN_27397" "C21orf34" NA
"ILMN_27398" "ZXDC" "79364"
"ILMN_27399" "PSMC4" "5704"
"ILMN_27400" "VAPA" "9218"
"ILMN_27401" "PRKCBP1" NA
"ILMN_27402" "DPM2" "8818"
"ILMN_27405" "TEX261" "113419"
"ILMN_27406" "C3orf45" NA
"ILMN_27409" "UIP1" NA
"ILMN_27410" "MEF2B" "100271849"
"ILMN_27412" "PAOX" "196743"
"ILMN_27413" "PROM2" "150696"
"ILMN_27414" "SIM1" "6492"
"ILMN_27415" "KIAA0773" NA
"ILMN_27417" "AP1M2" "10053"
"ILMN_27418" "WHSC1" "7468"
"ILMN_27419" "TRIM63" "84676"
"ILMN_27420" "DDI2" "84301"
"ILMN_27424" "GAL3ST4" "79690"
"ILMN_27426" "GPLD1" "2822"
"ILMN_27427" "LONPL" NA
"ILMN_27428" "PDE9A" "5152"
"ILMN_27430" "PPP1R16A" "84988"
"ILMN_27431" "TMEM16E" NA
"ILMN_27433" "RASA1" "5921"
"ILMN_27436" "PGF" "5228"
"ILMN_27437" "EXO1" "9156"
"ILMN_27439" "SKP2" "6502"
"ILMN_27440" "SLC40A1" "30061"
"ILMN_27441" "MYO9A" "4649"
"ILMN_27442" "IFNA7" "3444"
"ILMN_27443" "IRS4" "8471"
"ILMN_27445" "MTAP" "4507"
"ILMN_27447" "Bles03" NA
"ILMN_27448" "GRHL1" "29841"
"ILMN_27449" "LOC400258" NA
"ILMN_27450" "FALZ" NA
"ILMN_27451" "ITGB1BP2" "26548"
"ILMN_27452" "DNAH3" "55567"
"ILMN_27453" "PHF1" "5252"
"ILMN_27454" "HIST1H2BM" "8342"
"ILMN_27455" "TNS4" "84951"
"ILMN_27456" "LOC387911" NA
"ILMN_27457" "RANBP3" "8498"
"ILMN_27458" "DPF3" "8110"
"ILMN_27459" "DNAJC8" "22826"
"ILMN_2746" "C3orf23" NA
"ILMN_27460" "MICAL2" "9645"
"ILMN_27461" "PPWD1" "23398"
"ILMN_27462" "MRPL16" "54948"
"ILMN_27463" "C6orf78" NA
"ILMN_27464" "CDH20" "28316"
"ILMN_27465" "KCNH6" "81033"
"ILMN_27466" "STARD4" "134429"
"ILMN_27467" "AGBL2" "79841"
"ILMN_27470" "CHCHD4" "131474"
"ILMN_27471" "GPR101" "83550"
"ILMN_27473" "C9orf80" NA
"ILMN_27475" "SLC9A8" "23315"
"ILMN_27477" "ELOVL2" "54898"
"ILMN_27483" "RIPK5" NA
"ILMN_27485" "MTMR4" "9110"
"ILMN_27488" "TAOK1" "57551"
"ILMN_2749" "GBP4" "115361"
"ILMN_27491" "LUC7L" "55692"
"ILMN_27493" "ZBTB8" NA
"ILMN_27496" "SETD3" "84193"
"ILMN_27499" "MGC14289" NA
"ILMN_27502" "MGC34830" NA
"ILMN_27504" "P2RY10" "27334"
"ILMN_27505" "ABCG2" "9429"
"ILMN_27508" "IQCF2" "389123"
"ILMN_27514" "LOC115648" NA
"ILMN_27516" "LOC129531" NA
"ILMN_27517" "ACOX2" "8309"
"ILMN_27519" "TDRD6" "221400"
"ILMN_27520" "OR4D9" "390199"
"ILMN_27521" "APOL4" "80832"
"ILMN_27522" "LYSMD4" "145748"
"ILMN_27523" "PDZRN3" "23024"
"ILMN_27524" "OR52E6" "390078"
"ILMN_27525" "LYCAT" NA
"ILMN_27526" "RPS23" "6228"
"ILMN_27527" "C21orf34" NA
"ILMN_27528" "FBLN1" "2192"
"ILMN_27529" "SLC17A2" "10246"
"ILMN_27530" "LAMA1" "284217"
"ILMN_27532" "NANP" "140838"
"ILMN_27533" "CCDC62" "84660"
"ILMN_27534" "FLJ10178" NA
"ILMN_27535" "P4HB" "5034"
"ILMN_27537" "HSP90AA1" "3320"
"ILMN_27538" "RPL6" "6128"
"ILMN_27539" "DRD2" "1813"
"ILMN_27541" "CACNA1S" "779"
"ILMN_27542" "MMP23A" "8511"
"ILMN_27544" "ZNF385" NA
"ILMN_27545" "FAM51A1" NA
"ILMN_27547" "NRBF2" "29982"
"ILMN_27549" "TBX1" "6899"
"ILMN_2755" "NMNAT3" "349565"
"ILMN_27550" "ABCC9" "10060"
"ILMN_27551" "CSTF3" "1479"
"ILMN_27552" "PPM1E" "22843"
"ILMN_27553" "RHOC" "389"
"ILMN_27554" "P2RY6" "5031"
"ILMN_27555" "BCL9L" "283149"
"ILMN_27558" "USP5" "8078"
